account_number,parcel_number,property_type,economic_area,site_address
R030706,404701007004,Vacant,8,"4 HAZEL LAKE DR , ARROWHEAD AREA"
R030707,404701007005,Residential,8,"5 HAZEL LAKE DR , ARROWHEAD AREA"
R030708,404701006001,Residential,8,"10 HAZEL LAKE DR , ARROWHEAD AREA"
R030709,404701006002,Residential,8,"20 HAZEL LAKE DR , ARROWHEAD AREA"
R030710,404701006003,Residential,8,"30 HAZEL LAKE DR , ARROWHEAD AREA"
R030711,404701006004,Residential,8,"40 HAZEL LAKE DR , ARROWHEAD AREA"
R030712,404701006005,Residential,8,"50 HAZEL LAKE DR , ARROWHEAD AREA"
R030713,404701006006,Residential,8,"60 HAZEL LAKE DR , ARROWHEAD AREA"
R030714,404701006007,Vacant,8,"70 HAZEL LAKE DR , ARROWHEAD AREA"
R030715,404701006008,Vacant,8,"80 HAZEL LAKE DR , ARROWHEAD AREA"
R030716,404701007006,Vacant,8,"HAZEL LAKE DR , ARROWHEAD AREA"
R030717,404701006009,Vacant,8,"HAZEL LAKE DR , ARROWHEAD AREA"
R030723,325512002043,Residential,6,"76 SLATE VIEW LN , RIVERBEND"
R030724,325512002044,Residential,6,"65 SLATE VIEW LN , RIVERBEND"
R030726,325512002046,Residential,6,"21 SLATE VIEW LN , RIVERBEND"
R030727,325512002047,Residential,6,"5 SLATE VIEW LN , RIVERBEND"
R030731,325512003004,Residential,6,"65 RIVERBEND DR , RIVERBEND"
R030733,370136332018,Commercial,1,"111 N MAIN ST , GUNNISON"
R030735,378702234001,Residential,1,"310 S 5TH ST , GUNNISON"
R030736,378702234002,Residential,1,"312 S 5TH ST , GUNNISON"
R030737,378702234003,Residential,1,"314 S 5TH ST , GUNNISON"
R030738,378702234004,Residential,1,"316 S 5TH ST , GUNNISON"
R030743,317724210002,Vacant,6,"26 GOLD LINK DR , MT CRESTED BUTTE"
R030744,317724210004,Vacant,6,"5 GOLD LINK DR , MT CRESTED BUTTE"
R030745,317724210005,Vacant,6,"7 GOLD LINK DR , MT CRESTED BUTTE"
R030746,317724210006,Residential,6,"9 GOLD LINK DR , MT CRESTED BUTTE"
R030747,317724210007,Vacant,6,"11 GOLD LINK DR , MT CRESTED BUTTE"
R030748,317724210008,Residential,6,"13 GOLD LINK DR , MT CRESTED BUTTE"
R030749,317724210009,Vacant,6,"15 GOLD LINK DR , MT CRESTED BUTTE"
R030750,317724210010,Residential,6,"3 COPPER LN , MT CRESTED BUTTE"
R030751,317724210011,Residential,6,"1 COPPER LN , MT CRESTED BUTTE"
R030752,317724210039,Residential,6,"21 GOLD LINK DR , MT CRESTED BUTTE"
R030755,317724210015,Residential,6,"23 GOLD LINK DR , MT CRESTED BUTTE"
R030756,317724210016,Residential,6,"2 SILVER LN , MT CRESTED BUTTE"
R030757,317724210040,Residential,6,"4 SILVER LN , MT CRESTED BUTTE"
R030759,317724210019,Residential,6,"9 SILVER LN , MT CRESTED BUTTE"
R030760,317724210020,Residential,6,"7 SILVER LN , MT CRESTED BUTTE"
R030761,317724210021,Residential,6,"5 SILVER LN , MT CRESTED BUTTE"
R030762,317724210022,Residential,6,"3 SILVER LN , MT CRESTED BUTTE"
R030763,317724210023,Residential,6,"1 SILVER LN , MT CRESTED BUTTE"
R030764,317724210024,Residential,6,"12 GOLD LINK DR , MT CRESTED BUTTE"
R030765,317724210025,Residential,6,"20 GOLD LINK DR , MT CRESTED BUTTE"
R030766,317724210026,Residential,6,"22 GOLD LINK DR , MT CRESTED BUTTE"
R030767,317724210038,Residential,6,"32 GOLD LINK DR , MT CRESTED BUTTE"
R030769,317724210029,Residential,6,"40 GOLD LINK DR , MT CRESTED BUTTE"
R030770,317724210030,Vacant,6,"GOLD LINK DR , MT CRESTED BUTTE"
R030771,317724210036,Vacant,6,"25 GOLD LINK DR , MT CRESTED BUTTE"
R030776,370136354009,Residential,1,"623 N PINE ST , GUNNISON"
R030777,317724210003,Vacant,6,"GOTHIC RD , MT CRESTED BUTTE"
R030781,325721404022,Residential,6,"996 CASCADILLA ST , CRESTED BUTTE SOUTH"
R030784,325728102020,Residential,6,"162 ESCALANTE ST , CRESTED BUTTE SOUTH"
R030787,291527000016,Vacant,8,"FOREST SERVICE ROAD 315 , CRYSTAL TOWNSITE VICINITY"
R030790,317723412027,Residential,6,"69 CINNAMON MOUNTAIN RD , MT CRESTED BUTTE"
R030792,370135101022,Residential,1,"1010 N 14TH ST , GUNNISON"
R030794,370135126029,Residential,1,"16 QUARTZ ST , GUNNISON"
R030795,370135411009,Residential,1,"512 N 12TH ST , GUNNISON"
R030805,325727204054,Mixed Use,6,"81 GILLASPEY AVE , CRESTED BUTTE SOUTH"
R030806,378702107016,Residential,1,"207 S 14TH ST , GUNNISON"
R030819,325722305039,Vacant,6,"36 ZELIGMAN ST , CRESTED BUTTE SOUTH"
R030820,398100000003,Agricultural,8,"COUNTY ROAD 26 , BLUE MESA RESERVOIR AREA"
R030821,325721405025,Residential,6,"178 HUCKEBY WAY , CRESTED BUTTE SOUTH"
R030822,291900000016,Residential,8,"506 COUNTY ROAD 265 , UPPER MUDDY"
R030824,291900000051,Agricultural,8,"FOREST SERVICE ROAD 898 , MCCLURE PASS AREA"
R030825,325722301022,Vacant,6,"261 CISNEROS LN , CRESTED BUTTE SOUTH"
R030827,431300000010,Agricultural,8,"946 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030830,325728103051,Residential,6,"76 KUBLER ST , CRESTED BUTTE SOUTH"
R030831,325728103052,Residential,6,"54 KUBLER ST UNIT# A, CRESTED BUTTE SOUTH"
R030833,378710020001,Residential,1,"100 SHAVANO DR , GUNNISON"
R030834,378707000003,Residential,8,"210 PHELPS LN , GUNNISON"
R030835,325503101005,Vacant,2,"BUTTE AVE , CRESTED BUTTE"
R030836,342719000024,Mixed Use,8,"1900 FOREST SERVICE ROAD 765.2A , TINCUP MINING DISTRICT"
R030838,370136235053,Exempt,1,"112 W SPENCER AVE UNIT# A, GUNNISON"
R030841,325721407020,Residential,6,"35 BRACKENBURY ST , CRESTED BUTTE SOUTH"
R030842,369109143011,Vacant,8,"MAIN ST , PITKIN"
R030843,431300000006,Mixed Use,8,"946 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030845,398100003018,Residential,8,"538 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R030846,325716001084,Residential,6,"225 MEADOWS RD , CRESTED BUTTE SOUTH"
R030847,317726100109,Vacant,6,"HUNTER HILL RD , MT CRESTED BUTTE"
R030850,325503133009,Residential,2,"MAROON AVE , CRESTED BUTTE"
R030851,371500000014,Agricultural,8,"COUNTY ROAD 713 , BLACK MESA"
R030852,371500000015,Agricultural,8,"COUNTY ROAD 713 , BLACK MESA"
R030853,397300000011,Residential,8,"9110 COUNTY ROAD 38 , GOLD BASIN AREA"
R030855,325734001005,Residential,6,"19316 STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R030856,369109125006,Vacant,8,"245 FOREST SERVICE ROAD 770 , PITKIN"
R030859,342707419002,Commercial,8,"8 OAK ST , TINCUP AREA"
R030863,343500000019,Agricultural,6,"17300 STATE HIGHWAY 135 , JACKS CABIN AREA"
R030864,351722000005,Residential,8,"597 EAST RIVER LN , ALMONT"
R030865,405300000017,Residential,8,"22824 STATE HIGHWAY 149 , IOLA - NINE MILE"
R030866,325300000015,Residential,8,"1164 FOREST SERVICE ROAD 830 1B , FLORESTA"
R030871,370125006005,Exempt,1,"STATE HIGHWAY 135 , GUNNISON"
R030872,325706007001,Residential,6,"61 ST ANDREWS CIR , SKYLAND AREA"
R030873,325706007002,Residential,6,"60 ST ANDREWS CIR , SKYLAND AREA"
R030874,325503186002,Commercial,2,"500 BELLEVIEW AVE , CRESTED BUTTE"
R030882,369900000053,Agricultural,1,"547 COUNTY ROAD 10 , GUNNISON"
R030883,370136334010,Exempt,1,"322 E DENVER AVE , GUNNISON"
R030884,325503186001,Commercial,2,"502 BELLEVIEW AVE , CRESTED BUTTE"
R030885,325718000004,Agricultural,6,"24053 STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R030887,325718000003,Mixed Use,6,"24160 STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R030888,325718000002,Agricultural,6,"STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R030889,317726411033,Residential,6,"18 CRYSTAL RD UNIT# 1D, MT CRESTED BUTTE"
R030891,351700000002,Exempt,8,", GUNNISON"
R030892,369900000047,Exempt,1,"2438 COUNTY ROAD 10 , GUNNISON"
R030896,378500000000,Exempt,8,","
R030898,291726100011,Exempt,8,"HILL ST , MARBLE"
R030900,317724303058,Exempt,6,", MT CRESTED BUTTE"
R030901,317726110040,Exempt,6,", MT CRESTED BUTTE"
R030904,425105000002,Exempt,8,"2910 COUNTY ROAD 858 , CIMARRON RIVER AREA"
R030907,378900000016,Exempt,1,","
R030912,318300000023,Exempt,8,","
R030913,369109407002,Residential,8,"10 STATE ST , PITKIN"
R030914,343500000039,Exempt,6,"14131 STATE HIGHWAY 135 , JACKS CABIN AREA"
R030915,404500000026,Exempt,8,"COUNTY ROAD 858 , CIMARRON RIVER AREA"
R030916,369100000013,Exempt,8,"14214 COUNTY ROAD 76 , PITKIN"
R030917,378300000002,Exempt,8,","
R030919,298900000046,Exempt,8,","
R030920,378300000004,Exempt,8,","
R030922,351733100004,Vacant,1,","
R030925,378500000001,Exempt,8,","
R030930,343500000052,Exempt,8,","
R030932,326300000001,Exempt,8,","
R030933,378900000050,Exempt,8,","
R030934,318100000012,Exempt,8,"COUNTY ROAD 12 , SOMERSET"
R030938,370134000032,Residential,1,"1080 COUNTY ROAD 17 , ANTELOPE CREEK AREA"
R030939,370135417010,Residential,1,"804 W DENVER AVE , GUNNISON"
R030947,325300000014,Residential,8,"1172 FOREST SERVICE ROAD 830 1B , FLORESTA"
R030948,325700003001,Residential,6,"1626 RED MOUNTAIN RANCH RD , UPPER EAST RIVER VALLEY"
R030951,325706008002,Residential,6,"350 SKYLAND DR , SKYLAND AREA"
R030952,317726423001,Vacant,6,"20 OVERLOOK DR , MT CRESTED BUTTE"
R030953,317726423002,Residential,6,"1 FOREST LN , MT CRESTED BUTTE"
R030954,317726423003,Residential,6,"3 FOREST LN , MT CRESTED BUTTE"
R030955,317726423004,Residential,6,"4 FOREST LN , MT CRESTED BUTTE"
R030956,317726423005,Vacant,6,"2 FOREST LN , MT CRESTED BUTTE"
R030958,317735101004,Residential,6,"2 RIDGE LN , MT CRESTED BUTTE"
R030959,317726436001,Vacant,6,"4 RIDGE LN , MT CRESTED BUTTE"
R030960,317735101005,Vacant,6,"3 RIDGE LN , MT CRESTED BUTTE"
R030961,317735101009,Residential,6,"1 RIDGE LN , MT CRESTED BUTTE"
R030963,317735101008,Vacant,6,"33 OVERLOOK DR , MT CRESTED BUTTE"
R030964,317735101022,Vacant,6,"35 OVERLOOK DR , MT CRESTED BUTTE"
R030965,317735101010,Residential,6,"32 OVERLOOK DR , MT CRESTED BUTTE"
R030966,317726436002,Vacant,6,"1 PEAKVIEW DR , MT CRESTED BUTTE"
R030967,317735101011,Residential,6,"3 PEAK VIEW DR , MT CRESTED BUTTE"
R030968,317735101012,Residential,6,"5 PEAK VIEW DR , MT CRESTED BUTTE"
R030969,317735101013,Residential,6,"7 PEAK VIEW DR , MT CRESTED BUTTE"
R030970,317735101025,Residential,6,"16 PEAK VIEW DR , MT CRESTED BUTTE"
R030971,317735101026,Residential,6,"14 PEAK VIEW DR , MT CRESTED BUTTE"
R030972,317726435001,Residential,6,"2 PEAK VIEW DR , MT CRESTED BUTTE"
R030973,317735101016,Residential,6,"4 PEAK VIEW DR , MT CRESTED BUTTE"
R030974,317735101017,Residential,6,"6 PEAK VIEW DR , MT CRESTED BUTTE"
R030975,317735101018,Vacant,6,"8 PEAKVIEW DR , MT CRESTED BUTTE"
R030976,317735101019,Vacant,6,"10 PEAKVIEW DR , MT CRESTED BUTTE"
R030977,317735101020,Vacant,6,"12 PEAKVIEW DR , MT CRESTED BUTTE"
R030978,369523402002,Residential,8,"227 COUNTY ROAD 771 , OHIO CITY"
R030980,325303012005,Residential,8,"400 7TH ST , IRWIN"
R030982,325303011007,Residential,8,"221 E AVE , IRWIN"
R030983,317735101002,Exempt,6,", MT CRESTED BUTTE"
R030984,317726423009,Exempt,6,"10 OVERLOOK DR , MT CRESTED BUTTE"
R030985,317735101021,Agricultural,6,", MT CRESTED BUTTE"
R030988,370125008002,Residential,1,"125 SNOWFLAKE TRL , GUNNISON"
R030989,378702235001,Residential,1,"302 S 5TH ST , GUNNISON"
R030990,378702235002,Residential,1,"304 S 5TH ST , GUNNISON"
R030991,378702235003,Residential,1,"306 S 5TH ST , GUNNISON"
R030992,378702235004,Residential,1,"308 S 5TH ST , GUNNISON"
R030995,370124008002,Agricultural,1,"STATE HIGHWAY 135 , GUNNISON"
R030996,325728102023,Residential,6,"543 TEOCALLI RD , CRESTED BUTTE SOUTH"
R030997,325727202074,Residential,6,"218 BLACKSTOCK DR , CRESTED BUTTE SOUTH"
R031001,325728000042,Residential,6,"21936 STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R031002,351722000030,Residential,8,"149 COUNTY ROAD 742 , ALMONT"
R031003,342719000016,Vacant,8,", TINCUP AREA"
R031004,342719000016,Vacant,8,", TINCUP AREA"
R031005,342719000016,Vacant,8,", TINCUP AREA"
R031006,342719000016,Vacant,8,", TINCUP AREA"
R031010,326300000012,Vacant,8,","
R031015,342706007006,Vacant,8,"RAINBOW RD , TINCUP AREA"
R031016,326300000012,Vacant,8,", TINCUP AREA"
R031018,326300000012,Vacant,8,","
R031020,326300000012,Vacant,8,","
R031021,317723404053,Residential,6,"14 COCKLEBURR CIR , MT CRESTED BUTTE"
R031029,325722307017,Residential,6,"722 CASCADILLA ST , CRESTED BUTTE SOUTH"
R031030,325722307019,Residential,6,"351 BLACKSTOCK DR , CRESTED BUTTE SOUTH"
R031031,378710014025,Residential,1,"27 WILD GOOSE LN , GUNNISON"
R031036,370135101020,Residential,1,"425 SPENCER AVE , GUNNISON"
R031037,291726217048,Mixed Use,8,"152 SLATE DR , MARBLE"
R031043,378710023001,Residential,1,"11 AMIGO WAY , GUNNISON"
R031044,378710007043,Residential,1,"952 FAIRWAY LN , GUNNISON"
R031045,325727209041,Residential,6,"102 CASCADILLA ST , CRESTED BUTTE SOUTH"
R031046,325721407009,Residential,6,"149 BRACKENBURY ST , CRESTED BUTTE SOUTH"
R031047,325502225006,Residential,2,"6 SEVENTH ST , CRESTED BUTTE"
R031051,343500000056,Mixed Use,6,"18228 STATE HIGHWAY 135 , JACKS CABIN AREA"
R031061,370135300056,Agricultural,1,"351 N 3RD ST , GUNNISON"
R031064,325721407011,Residential,6,"113 FLOYD AVE , CRESTED BUTTE SOUTH"
R031065,325721404020,Residential,6,"1014 CASCADILLA ST , CRESTED BUTTE SOUTH"
R031070,398100003002,Residential,8,"570 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R031077,369900004001,Agricultural,1,","
R031078,369900004002,Agricultural,1,"2728 COUNTY ROAD 10 , GUNNISON"
R031079,325502263018,Residential,2,"705 RED LADY AVE UNIT# 2, CRESTED BUTTE"
R031080,325707002001,Vacant,6,"96 N AVION DR , SKYLAND AREA"
R031081,325707001002,Vacant,6,"163 N AVION DR , SKYLAND AREA"
R031082,325707001003,Residential,6,"38 EARHART LN , SKYLAND AREA"
R031083,325707001004,Residential,6,"16 EARHART LN , SKYLAND AREA"
R031084,325707002005,Vacant,6,"204 N AVION DR , SKYLAND AREA"
R031085,325707001006,Residential,6,"42 EARHART LN , SKYLAND AREA"
R031086,325707001007,Residential,6,"33 EARHART LN , SKYLAND AREA"
R031087,325707001008,Residential,6,"15 EARHART LN , SKYLAND AREA"
R031088,325707002009,Residential,6,"252 N AVION DR , SKYLAND AREA"
R031089,325707002010,Vacant,6,"30 N AVION DR , SKYLAND AREA"
R031090,325707002014,Vacant,6,"166 N AVION DR , SKYLAND AREA"
R031091,325707002012,Vacant,6,"136 N AVION DR , SKYLAND AREA"
R031092,325707001013,Vacant,6,", SKYLAND AREA"
R031093,317726424002,Residential,6,"17 CASTLE RD UNIT# 2, MT CRESTED BUTTE"
R031094,317726424003,Residential,6,"17 CASTLE RD UNIT# 3, MT CRESTED BUTTE"
R031095,317726424004,Residential,6,"17 CASTLE RD UNIT# 4, MT CRESTED BUTTE"
R031096,317726425002,Residential,6,"11 OVERLOOK DR UNIT# 2, MT CRESTED BUTTE"
R031097,317726425003,Residential,6,"11 OVERLOOK DR UNIT# 3, MT CRESTED BUTTE"
R031098,317726425004,Residential,6,"11 OVERLOOK DR UNIT# 4, MT CRESTED BUTTE"
R031101,325727221002,Residential,6,"104 BLACKSTOCK DR UNIT# 2, CRESTED BUTTE SOUTH"
R031112,378710016001,Residential,1,"103 SHAVANO DR UNIT# D-1, GUNNISON"
R031113,378710016002,Residential,1,"103 SHAVANO DR UNIT# D-2, GUNNISON"
R031114,378710016003,Residential,1,"103 SHAVANO DR UNIT# D-3, GUNNISON"
R031115,378710016004,Residential,1,"103 SHAVANO DR UNIT# D-4, GUNNISON"
R031116,378710016005,Residential,1,"103 SHAVANO DR UNIT# D5, GUNNISON"
R031117,378710016006,Residential,1,"103 SHAVANO DR UNIT# D-6, GUNNISON"
R031118,378710016007,Residential,1,"103 SHAVANO DR UNIT# D-7, GUNNISON"
R031119,378710016008,Residential,1,"103 SHAVANO DR UNIT# D-8, GUNNISON"
R031120,379300000035,Agricultural,8,"3005 COUNTY ROAD 887 , WAUNITA HOT SPRINGS VICINITY"
R031125,378702303010,Residential,1,"1200 US HIGHWAY 50 UNIT# E1, GUNNISON"
R031126,396900000029,Agricultural,8,"1900 COUNTY ROAD 46 , DOYLEVILLE"
R031130,404900000031,Residential,8,"4771 CARDWELL DRAW RD , WILLOW CREEK DRAINAGE"
R031131,369526107003,Residential,8,"8647 COUNTY ROAD 76 , OHIO CITY"
R031136,317726433001,Exempt,6,", MT CRESTED BUTTE"
R031137,317934031007,Residential,8,"578 7TH ST , IRWIN"
R031138,325503151014,Residential,2,"417 SECOND ST , CRESTED BUTTE"
R031148,325721404021,Residential,6,"990 CASCADILLA ST , CRESTED BUTTE SOUTH"
R031152,291726116006,Residential,8,"305 W SILVER ST , MARBLE"
R031153,370136367001,Residential,1,"713 N SPRUCE ST , GUNNISON"
R031154,378702300064,Residential,1,"87 BROOKSIDE DR , GUNNISON"
R031158,370113000015,Mixed Use,1,"690 SIERRA VISTA WAY , GUNNISON"
R031159,369900003003,Residential,1,"1120 COUNTY ROAD 743 , LOST CANYON AREA"
R031160,369900003002,Residential,1,"1378 COUNTY ROAD 743 , LOST CANYON AREA"
R031161,369900003001,Residential,1,"1394 COUNTY ROAD 743 , LOST CANYON AREA"
R031162,369900002003,Residential,1,"1115 COUNTY ROAD 743 , LOST CANYON AREA"
R031163,369900002002,Residential,1,"433 ETSY LN , GUNNISON"
R031164,369900003004,Vacant,1,"986 COUNTY ROAD 743 , LOST CANYON AREA"
R031167,369900002001,Residential,1,"775 ESTY LN , GUNNISON"
R031169,325501300133,Commercial,6,","
R031172,398100000007,Vacant,8,"COUNTY ROAD 26 , BLUE MESA RESERVOIR AREA"
R031173,379300000029,Residential,8,"299 COUNTY ROAD 887 , WAUNITA HOT SPRINGS VICINITY"
R031177,378702303011,Residential,1,"1200 US HIGHWAY 50 UNIT# E2, GUNNISON"
R031178,378702303012,Residential,1,"1200 US HIGHWAY 50 UNIT# E3, GUNNISON"
R031179,378702303013,Residential,1,"1200 US HIGHWAY 50 UNIT# E4, GUNNISON"
R031180,378702303014,Residential,1,"1200 US HIGHWAY 50 UNIT# E5, GUNNISON"
R031181,378702303015,Residential,1,"1200 US HIGHWAY 50 UNIT# E6, GUNNISON"
R031182,378702303016,Residential,1,"1200 US HIGHWAY 50 UNIT# E7, GUNNISON"
R031183,317500000026,Agricultural,8,"COUNTY ROAD 738 , BRUSH CREEK"
R031187,342707417006,Vacant,8,"WASHINGTON ST , TINCUP AREA"
R031192,378700000080,Residential,1,"690 COUNTY ROAD 18 , GUNNISON"
R031193,325727207008,Residential,6,"407 CASCADILLA ST , CRESTED BUTTE SOUTH"
R031199,404900000014,Agricultural,8,"COUNTY ROAD 25 , WILLOW CREEK DRAINAGE"
R031202,404900000016,Residential,8,"7895 COUNTY ROAD 25 , WILLOW CREEK DRAINAGE"
R031204,351500001001,Agricultural,1,"6635 COUNTY ROAD 730 , OHIO CREEK VALLEY"
R031205,351300000002,Agricultural,1,"6300 COUNTY ROAD 818 , OHIO CREEK VALLEY"
R031206,370300000002,Agricultural,8,"FOREST SERVICE ROAD 818 , OHIO CREEK VALLEY"
R031207,351500001006,Mixed Use,1,"COUNTY ROAD 730 , OHIO CREEK VALLEY"
R031208,351500001005,Mixed Use,1,"43 EAGLE VIEW DR , OHIO CREEK VALLEY"
R031209,351500001004,Mixed Use,1,"111 EAGLE TRAIL DR , OHIO CREEK VALLEY"
R031210,351500001003,Mixed Use,1,"75 EAGLE TRAIL DR , OHIO CREEK VALLEY"
R031211,351500001002,Mixed Use,1,"COUNTY ROAD 730 , OHIO CREEK VALLEY"
R031212,351500003010,Mixed Use,1,"1275 EAGLE CREEK RD , OHIO CREEK VALLEY"
R031213,351500003002,Mixed Use,1,"189 EAGLE CREEK RD , OHIO CREEK VALLEY"
R031214,351500003003,Mixed Use,1,"315 EAGLE CREEK RD , OHIO CREEK VALLEY"
R031215,351500003004,Mixed Use,1,"505 EAGLE CREEK RD , OHIO CREEK VALLEY"
R031216,351500003005,Mixed Use,1,"909 EAGLE CREEK RD , OHIO CREEK VALLEY"
R031217,351500003008,Mixed Use,1,"2200 EAGLE HILL RD , OHIO CREEK VALLEY"
R031218,351500003007,Mixed Use,1,"1622 EAGLE HILL RD , OHIO CREEK VALLEY"
R031219,351500003006,Mixed Use,1,"EAGLE CREEK RD , OHIO CREEK VALLEY"
R031220,351500003009,Mixed Use,1,"509 EAGLE MEADOW DR , OHIO CREEK VALLEY"
R031221,351500003011,Mixed Use,1,"800 EAGLE MEADOW DR , OHIO CREEK VALLEY"
R031233,378710013038,Residential,1,"506 CURECANTI DR UNIT# 19, GUNNISON"
R031234,291725000066,Mixed Use,8,"7300 COUNTY ROAD 3 , MARBLE"
R031237,369110212001,Residential,8,"920 STATE ST , PITKIN"
R031238,369108000017,Residential,8,"191 CHICAGO PARK RD , QUARTZ CREEK AREA"
R031239,369108000017,Residential,8,"191 CHICAGO PARK RD , QUARTZ CREEK AREA"
R031242,292100000022,Agricultural,8,","
R031244,291900000029,Mixed Use,8,"2050 RAGGED MTN RESERVE RD , MCCLURE PASS AREA"
R031245,325512002048,Vacant,6,"ASPEN LN , RIVERBEND"
R031248,370125000113,Residential,1,"118 COUNTY ROAD 13 , GUNNISON"
R031250,369526202010,Residential,8,"106 MINERS AVE , OHIO CITY"
R031252,325728112009,Vacant,6,"210 KUBLER ST , CRESTED BUTTE SOUTH"
R031253,325728112010,Residential,6,"12 KUBLER CT , CRESTED BUTTE SOUTH"
R031254,325728112008,Residential,6,"22 KUBLER CT , CRESTED BUTTE SOUTH"
R031255,325728112003,Residential,6,"34 KUBLER CT , CRESTED BUTTE SOUTH"
R031256,325728112002,Residential,6,"42 KUBLER CT , CRESTED BUTTE SOUTH"
R031257,325728112001,Vacant,6,"47 KUBLER CT , CRESTED BUTTE SOUTH"
R031258,325728112004,Residential,6,"37 KUBLER CT , CRESTED BUTTE SOUTH"
R031259,325728112007,Residential,6,"21 KUBLER CT , CRESTED BUTTE SOUTH"
R031260,325728112011,Residential,6,"234 KUBLER ST , CRESTED BUTTE SOUTH"
R031261,325728112006,Residential,6,"246 KUBLER ST , CRESTED BUTTE SOUTH"
R031262,325728112005,Residential,6,"258 KUBLER ST , CRESTED BUTTE SOUTH"
R031263,325728113013,Vacant,6,"205 KUBLER ST , CRESTED BUTTE SOUTH"
R031264,325728113012,Vacant,6,"207 KUBLER ST , CRESTED BUTTE SOUTH"
R031265,325728113011,Residential,6,"209 KUBLER ST , CRESTED BUTTE SOUTH"
R031266,325728113010,Residential,6,"211 KUBLER ST , CRESTED BUTTE SOUTH"
R031267,325728113009,Residential,6,"215 KUBLER ST , CRESTED BUTTE SOUTH"
R031268,325728113008,Residential,6,"217 KUBLER ST , CRESTED BUTTE SOUTH"
R031269,325728113007,Residential,6,"223 KUBLER ST , CRESTED BUTTE SOUTH"
R031270,325728113006,Residential,6,"229 KUBLER ST , CRESTED BUTTE SOUTH"
R031271,325728113005,Residential,6,"233 KUBLER ST , CRESTED BUTTE SOUTH"
R031272,325728113016,Vacant,6,"241 KUBLER ST , CRESTED BUTTE SOUTH"
R031273,325728113017,Residential,6,"247 KUBLER ST , CRESTED BUTTE SOUTH"
R031274,325728113002,Residential,6,"257 KUBLER ST , CRESTED BUTTE SOUTH"
R031275,325728113001,Residential,6,"263 KUBLER ST , CRESTED BUTTE SOUTH"
R031276,325728113014,Vacant,6,"KUBLER ST , CRESTED BUTTE SOUTH"
R031277,325728112012,Vacant,6,"KUBLER ST , CRESTED BUTTE SOUTH"
R031279,325503130014,Residential,2,"231 GOTHIC AVE , CRESTED BUTTE"
R031280,291726122008,Residential,8,"101 E SILVER ST , MARBLE"
R031281,325722303038,Vacant,6,"2754 BRYANT AVE , CRESTED BUTTE SOUTH"
R031297,378500000032,Vacant,8,"31477 STATE HIGHWAY 149 , IOLA - NINE MILE"
R031305,325722304040,Residential,6,"355 ZELIGMAN ST , CRESTED BUTTE SOUTH"
R031306,325722202064,Residential,6,"331 ANDERSON DR , CRESTED BUTTE SOUTH"
R031308,291726217031,Vacant,8,","
R031323,317934002008,Vacant,8,"12TH ST , IRWIN"
R031324,317934002007,Vacant,8,"12TH ST , IRWIN"
R031325,291726145009,Vacant,8,"108 STATE ST , MARBLE"
R031326,325503184010,Commercial,2,"310 BELLEVIEW AVE UNIT# 1, CRESTED BUTTE"
R031327,325503184011,Commercial,2,"310 BELLEVIEW AVE UNIT# 2, CRESTED BUTTE"
R031328,325503184012,Commercial,2,"310 BELLEVIEW AVE UNIT# 3, CRESTED BUTTE"
R031329,325503184013,Residential,2,"310 BELLEVIEW AVE UNIT# 4, CRESTED BUTTE"
